"","Year","State","Name","Alcoholic Beverage Tax (T10)","Alcoholic Beverage Lic (T20)"
"2097",1976,"06","CO STATE GOVT","16708","1539"
"2098",1976,"07","CT STATE GOVT","24150","5040"
"2099",1976,"08","DE STATE GOVT","4519","396"
"2100",1976,"10","FL STATE GOVT","180714","11881"
"2101",1976,"11","GA STATE GOVT","75555","667"
"2102",1976,"12","HI STATE GOVT","15010","0"
"2103",1976,"13","ID STATE GOVT","6865","590"
"2104",1976,"14","IL STATE GOVT","76763","1066"
"2105",1976,"15","IN STATE GOVT","26446","6280"
"2106",1976,"16","IA STATE GOVT","14321","4354"
"2107",1976,"17","KS STATE GOVT","16843","870"
"2108",1976,"18","KY STATE GOVT","15198","1144"
"2109",1976,"19","LA STATE GOVT","44336","1282"
"2110",1976,"20","ME STATE GOVT","22934","1172"
"2111",1976,"21","MD STATE GOVT","27478","225"
"2112",1976,"22","MA STATE GOVT","76762","538"
"2113",1976,"23","MI STATE GOVT","76590","9407"
"2114",1976,"24","MN STATE GOVT","49339","326"
"2115",1976,"25","MS STATE GOVT","25770","1794"
"2116",1976,"26","MO STATE GOVT","22848","2082"
"2117",1976,"27","MT STATE GOVT","8519","1778"
"2118",1976,"28","NE STATE GOVT","10045","134"
"2119",1976,"29","NV STATE GOVT","9724","19"
"2120",1976,"30","NH STATE GOVT","3898","527"
"2121",1976,"31","NJ STATE GOVT","55350","2234"
"2122",1976,"32","NM STATE GOVT","6679","308"
"2123",1976,"33","NY STATE GOVT","153856","33112"
"2124",1976,"34","NC STATE GOVT","84509","497"
"2125",1976,"35","ND STATE GOVT","6032","206"
"2126",1976,"36","OH STATE GOVT","71065","10446"
"2127",1976,"37","OK STATE GOVT","32591","1004"
"2128",1976,"38","OR STATE GOVT","5053","971"
"2129",1976,"39","PA STATE GOVT","104494","8828"
"2130",1976,"40","RI STATE GOVT","7617","100"
"2131",1976,"41","SC STATE GOVT","69104","2197"
"2132",1976,"42","SD STATE GOVT","7003","109"
"2133",1976,"43","TN STATE GOVT","40170","854"
"2134",1976,"44","TX STATE GOVT","131082","7853"
"2135",1976,"45","UT STATE GOVT","4348","99"
"2136",1976,"46","VT STATE GOVT","12067","411"
"2137",1976,"47","VA STATE GOVT","54323","1463"
"2138",1976,"48","WA STATE GOVT","65404","2868"
"2139",1976,"49","WV STATE GOVT","19627","1200"
"2140",1976,"50","WI STATE GOVT","38330","83"
"2141",1976,"51","WY STATE GOVT","1199","10"
"2142",1975,"00","US STATE GOVTS","1963420","147343"
"2143",1975,"01","AL STATE GOVT","62579","2483"
"2144",1975,"02","AK STATE GOVT","6598","840"
"2145",1975,"03","AZ STATE GOVT","15924","1398"
"2146",1975,"04","AR STATE GOVT","16535","680"
"2147",1975,"05","CA STATE GOVT","120709","15335"
"2148",1975,"06","CO STATE GOVT","15706","1663"
"2149",1975,"07","CT STATE GOVT","24248","4766"
"2150",1975,"08","DE STATE GOVT","4498","386"
"2151",1975,"10","FL STATE GOVT","173152","11498"
"2152",1975,"11","GA STATE GOVT","75162","640"
"2153",1975,"12","HI STATE GOVT","12783","0"
"2154",1975,"13","ID STATE GOVT","5947","571"
"2155",1975,"14","IL STATE GOVT","77905","1115"
"2156",1975,"15","IN STATE GOVT","25293","8092"
"2157",1975,"16","IA STATE GOVT","13300","4700"
"2158",1975,"17","KS STATE GOVT","15771","472"
"2159",1975,"18","KY STATE GOVT","14669","905"
"2160",1975,"19","LA STATE GOVT","42463","1379"
"2161",1975,"20","ME STATE GOVT","20750","1103"
"2162",1975,"21","MD STATE GOVT","26834","210"
"2163",1975,"22","MA STATE GOVT","64545","480"
"2164",1975,"23","MI STATE GOVT","81315","6570"
"2165",1975,"24","MN STATE GOVT","48879","342"
"2166",1975,"25","MS STATE GOVT","14520","1687"
"2167",1975,"26","MO STATE GOVT","22169","1426"
"2168",1975,"27","MT STATE GOVT","8098","1197"
"2169",1975,"28","NE STATE GOVT","9728","136"
"2170",1975,"29","NV STATE GOVT","8883","20"
"2171",1975,"30","NH STATE GOVT","3202","482"
"2172",1975,"31","NJ STATE GOVT","54663","1852"
"2173",1975,"32","NM STATE GOVT","6377","313"
"2174",1975,"33","NY STATE GOVT","154573","32790"
"2175",1975,"34","NC STATE GOVT","80340","469"
"2176",1975,"35","ND STATE GOVT","5882","199"
"2177",1975,"36","OH STATE GOVT","70467","12418"
"2178",1975,"37","OK STATE GOVT","29428","1042"
"2179",1975,"38","OR STATE GOVT","3656","924"
"2180",1975,"39","PA STATE GOVT","101915","8704"
"2181",1975,"40","RI STATE GOVT","7076","93"
"2182",1975,"41","SC STATE GOVT","66162","2151"
"2183",1975,"42","SD STATE GOVT","5715","692"
"2184",1975,"43","TN STATE GOVT","37638","779"
"2185",1975,"44","TX STATE GOVT","119164","7092"
"2186",1975,"45","UT STATE GOVT","4267","83"
"2187",1975,"46","VT STATE GOVT","11883","289"
"2188",1975,"47","VA STATE GOVT","51573","1306"
"2189",1975,"48","WA STATE GOVT","61791","2809"
"2190",1975,"49","WV STATE GOVT","19871","2659"
"2191",1975,"50","WI STATE GOVT","37685","93"
"2192",1975,"51","WY STATE GOVT","1129","10"
"2193",1974,"00","US STATE GOVTS","1909154","141754"
"2194",1974,"01","AL STATE GOVT","57076","2446"
"2195",1974,"02","AK STATE GOVT","5691","796"
"2196",1974,"03","AZ STATE GOVT","13690","1171"
"2197",1974,"04","AR STATE GOVT","15773","737"
"2198",1974,"05","CA STATE GOVT","119303","21124"
"2199",1974,"06","CO STATE GOVT","15501","1015"
"2200",1974,"07","CT STATE GOVT","24703","4651"
"2201",1974,"08","DE STATE GOVT","7721","404"
"2202",1974,"10","FL STATE GOVT","169212","11108"
"2203",1974,"11","GA STATE GOVT","80881","632"
"2204",1974,"12","HI STATE GOVT","11414","0"
"2205",1974,"13","ID STATE GOVT","5494","553"
"2206",1974,"14","IL STATE GOVT","74389","1093"
"2207",1974,"15","IN STATE GOVT","21680","3493"
"2208",1974,"16","IA STATE GOVT","12650","3733"
"2209",1974,"17","KS STATE GOVT","14637","480"
"2210",1974,"18","KY STATE GOVT","14612","910"
"2211",1974,"19","LA STATE GOVT","42545","1629"
"2212",1974,"20","ME STATE GOVT","19174","1039"
"2213",1974,"21","MD STATE GOVT","26135","231"
"2214",1974,"22","MA STATE GOVT","64810","440"
"2215",1974,"23","MI STATE GOVT","75785","6424"
"2216",1974,"24","MN STATE GOVT","49033","323"
"2217",1974,"25","MS STATE GOVT","16582","1612"
"2218",1974,"26","MO STATE GOVT","22527","2087"
"2219",1974,"27","MT STATE GOVT","7648","613"
"2220",1974,"28","NE STATE GOVT","9515","129"
"2221",1974,"29","NV STATE GOVT","8931","20"
"2222",1974,"30","NH STATE GOVT","3114","470"
"2223",1974,"31","NJ STATE GOVT","56773","2009"
"2224",1974,"32","NM STATE GOVT","5911","283"
"2225",1974,"33","NY STATE GOVT","155536","32592"
"2226",1974,"34","NC STATE GOVT","77818","440"
"2227",1974,"35","ND STATE GOVT","5697","196"
"2228",1974,"36","OH STATE GOVT","68383","11026"
"2229",1974,"37","OK STATE GOVT","30019","983"
"2230",1974,"38","OR STATE GOVT","3336","871"
"2231",1974,"39","PA STATE GOVT","100342","8738"
"2232",1974,"40","RI STATE GOVT","6924","75"
"2233",1974,"41","SC STATE GOVT","61500","2502"
"2234",1974,"42","SD STATE GOVT","6622","703"
"2235",1974,"43","TN STATE GOVT","30871","414"
"2236",1974,"44","TX STATE GOVT","111729","6216"
"2237",1974,"45","UT STATE GOVT","3968","74"
"2238",1974,"46","VT STATE GOVT","11378","279"
"2239",1974,"47","VA STATE GOVT","48820","1208"
"2240",1974,"48","WA STATE GOVT","58384","2584"
"2241",1974,"49","WV STATE GOVT","16859","1100"
"2242",1974,"50","WI STATE GOVT","37004","88"
"2243",1974,"51","WY STATE GOVT","1054","10"
"2244",1973,"00","US STATE GOVTS","1817302","140403"
"2245",1973,"01","AL STATE GOVT","58739","2178"
"2246",1973,"02","AK STATE GOVT","5235","806"
"2247",1973,"03","AZ STATE GOVT","12681","1197"
"2248",1973,"04","AR STATE GOVT","14948","665"
"2249",1973,"05","CA STATE GOVT","114883","20698"
"2250",1973,"06","CO STATE GOVT","14551","1474"
"2251",1973,"07","CT STATE GOVT","24211","4590"
"2252",1973,"08","DE STATE GOVT","4516","301"
"2253",1973,"10","FL STATE GOVT","155124","10710"
"2254",1973,"11","GA STATE GOVT","74344","592"
"2255",1973,"12","HI STATE GOVT","10229","0"
"2256",1973,"13","ID STATE GOVT","5325","549"
"2257",1973,"14","IL STATE GOVT","74359","1076"
"2258",1973,"15","IN STATE GOVT","21151","5885"
"2259",1973,"16","IA STATE GOVT","12134","3733"
"2260",1973,"17","KS STATE GOVT","13615","460"
"2261",1973,"18","KY STATE GOVT","14231","932"
"2262",1973,"19","LA STATE GOVT","41173","1612"
"2263",1973,"20","ME STATE GOVT","19219","1015"
"2264",1973,"21","MD STATE GOVT","25073","211"
"2265",1973,"22","MA STATE GOVT","61407","425"
"2266",1973,"23","MI STATE GOVT","73419","6397"
"2267",1973,"24","MN STATE GOVT","46859","319"
"2268",1973,"25","MS STATE GOVT","13816","98"
"2269",1973,"26","MO STATE GOVT","22751","1517"
"2270",1973,"27","MT STATE GOVT","7369","984"
"2271",1973,"28","NE STATE GOVT","8822","133"
"2272",1973,"29","NV STATE GOVT","7676","17"
"2273",1973,"30","NH STATE GOVT","2797","359"
"2274",1973,"31","NJ STATE GOVT","52446","1812"
"2275",1973,"32","NM STATE GOVT","5655","263"
"2276",1973,"33","NY STATE GOVT","154795","32876"
"2277",1973,"34","NC STATE GOVT","75180","419"
"2278",1973,"35","ND STATE GOVT","5473","195"
"2279",1973,"36","OH STATE GOVT","67345","10789"
"2280",1973,"37","OK STATE GOVT","28674","927"
"2281",1973,"38","OR STATE GOVT","3122","830"
"2282",1973,"39","PA STATE GOVT","98350","8642"
"2283",1973,"40","RI STATE GOVT","6867","127"
"2284",1973,"41","SC STATE GOVT","53759","1224"
"2285",1973,"42","SD STATE GOVT","5823","910"
"2286",1973,"43","TN STATE GOVT","29448","378"
"2287",1973,"44","TX STATE GOVT","96737","6797"
"2288",1973,"45","UT STATE GOVT","3751","72"
"2289",1973,"46","VT STATE GOVT","11540","277"
"2290",1973,"47","VA STATE GOVT","41482","1155"
"2291",1973,"48","WA STATE GOVT","58390","2637"
"2292",1973,"49","WV STATE GOVT","18588","1042"
"2293",1973,"50","WI STATE GOVT","37980","84"
"2294",1973,"51","WY STATE GOVT","1240","14"
"2295",1972,"00","US STATE GOVTS","1683998","136080"
"2296",1972,"01","AL STATE GOVT","51494","2029"
"2297",1972,"02","AK STATE GOVT","4838","774"
"2298",1972,"03","AZ STATE GOVT","11465","883"
"2299",1972,"04","AR STATE GOVT","13066","630"
"2300",1972,"05","CA STATE GOVT","111806","19945"
"2301",1972,"06","CO STATE GOVT","13379","2795"
"2302",1972,"07","CT STATE GOVT","24109","4434"
"2303",1972,"08","DE STATE GOVT","4907","306"
"2304",1972,"10","FL STATE GOVT","139292","10261"
"2305",1972,"11","GA STATE GOVT","65980","508"
"2306",1972,"12","HI STATE GOVT","9426","0"
"2307",1972,"13","ID STATE GOVT","5808","524"
"2308",1972,"14","IL STATE GOVT","72167","981"
"2309",1972,"15","IN STATE GOVT","21654","6474"
"2310",1972,"16","IA STATE GOVT","10551","3120"
"2311",1972,"17","KS STATE GOVT","12926","446"
"2312",1972,"18","KY STATE GOVT","13731","833"
"2313",1972,"19","LA STATE GOVT","38303","1584"
"2314",1972,"20","ME STATE GOVT","18497","995"
"2315",1972,"21","MD STATE GOVT","17994","185"
"2316",1972,"22","MA STATE GOVT","58906","418"
"2317",1972,"23","MI STATE GOVT","72018","6271"
"2318",1972,"24","MN STATE GOVT","41813","312"
"2319",1972,"25","MS STATE GOVT","14299","87"
"2320",1972,"26","MO STATE GOVT","22027","846"
"2321",1972,"27","MT STATE GOVT","6912","918"
"2322",1972,"28","NE STATE GOVT","7180","128"
"2323",1972,"29","NV STATE GOVT","7425","20"
"2324",1972,"30","NH STATE GOVT","2695","342"
"2325",1972,"31","NJ STATE GOVT","48912","1759"
"2326",1972,"32","NM STATE GOVT","5135","274"
"2327",1972,"33","NY STATE GOVT","122336","32961"
"2328",1972,"34","NC STATE GOVT","71032","380"
"2329",1972,"35","ND STATE GOVT","4964","193"
"2330",1972,"36","OH STATE GOVT","67154","10363"
"2331",1972,"37","OK STATE GOVT","29054","850"
"2332",1972,"38","OR STATE GOVT","2962","646"
"2333",1972,"39","PA STATE GOVT","95839","8975"
"2334",1972,"40","RI STATE GOVT","6729","49"
"2335",1972,"41","SC STATE GOVT","48711","1290"
"2336",1972,"42","SD STATE GOVT","4913","74"
"2337",1972,"43","TN STATE GOVT","25382","380"
"2338",1972,"44","TX STATE GOVT","87757","6228"
"2339",1972,"45","UT STATE GOVT","3415","74"
"2340",1972,"46","VT STATE GOVT","11130","284"
"2341",1972,"47","VA STATE GOVT","42947","1052"
"2342",1972,"48","WA STATE GOVT","54932","2070"
"2343",1972,"49","WV STATE GOVT","18786","1035"
"2344",1972,"50","WI STATE GOVT","36332","84"
"2345",1972,"51","WY STATE GOVT","908","10"
"2346",1971,"00","US STATE GOVTS","1526698","122960"
"2347",1971,"01","AL STATE GOVT","44661","1895"
"2348",1971,"02","AK STATE GOVT","4936","727"
"2349",1971,"03","AZ STATE GOVT","10187","779"
"2350",1971,"04","AR STATE GOVT","12025","663"
"2351",1971,"05","CA STATE GOVT","105692","20529"
"2352",1971,"06","CO STATE GOVT","11673","1303"
"2353",1971,"07","CT STATE GOVT","23697","4308"
"2354",1971,"08","DE STATE GOVT","3705","229"
"2355",1971,"10","FL STATE GOVT","128369","2275"
"2356",1971,"11","GA STATE GOVT","62838","500"
"2357",1971,"12","HI STATE GOVT","8385","0"
"2358",1971,"13","ID STATE GOVT","4090","475"
"2359",1971,"14","IL STATE GOVT","69178","1061"
"2360",1971,"15","IN STATE GOVT","21127","5185"
"2361",1971,"16","IA STATE GOVT","9530","2670"
"2362",1971,"17","KS STATE GOVT","11553","427"
"2363",1971,"18","KY STATE GOVT","15210","836"
"2364",1971,"19","LA STATE GOVT","35842","1519"
"2365",1971,"20","ME STATE GOVT","5079","937"
"2366",1971,"21","MD STATE GOVT","17036","175"
"2367",1971,"22","MA STATE GOVT","57243","396"
"2368",1971,"23","MI STATE GOVT","67517","6146"
"2369",1971,"24","MN STATE GOVT","37415","302"
"2370",1971,"25","MS STATE GOVT","12552","84"
"2371",1971,"26","MO STATE GOVT","15810","1735"
"2372",1971,"27","MT STATE GOVT","6920","969"
"2373",1971,"28","NE STATE GOVT","6666","132"
"2374",1971,"29","NV STATE GOVT","6267","20"
"2375",1971,"30","NH STATE GOVT","2450","318"
"2376",1971,"31","NJ STATE GOVT","44004","1896"
"2377",1971,"32","NM STATE GOVT","4715","261"
"2378",1971,"33","NY STATE GOVT","116797","32887"
"2379",1971,"34","NC STATE GOVT","65827","302"
"2380",1971,"35","ND STATE GOVT","4648","186"
"2381",1971,"36","OH STATE GOVT","65746","10105"
"2382",1971,"37","OK STATE GOVT","19799","817"
"2383",1971,"38","OR STATE GOVT","2628","743"
"2384",1971,"39","PA STATE GOVT","91652","8023"
"2385",1971,"40","RI STATE GOVT","6203","53"
"2386",1971,"41","SC STATE GOVT","43271","1310"
"2387",1971,"42","SD STATE GOVT","5429","53"
"2388",1971,"43","TN STATE GOVT","24360","370"
"2389",1971,"44","TX STATE GOVT","66451","5013"
"2390",1971,"45","UT STATE GOVT","2438","60"
"2391",1971,"46","VT STATE GOVT","10001","254"
"2392",1971,"47","VA STATE GOVT","41999","652"
"2393",1971,"48","WA STATE GOVT","44522","2242"
"2394",1971,"49","WV STATE GOVT","17754","1054"
"2395",1971,"50","WI STATE GOVT","29964","76"
"2396",1971,"51","WY STATE GOVT","837","8"
"2397",1970,"00","US STATE GOVTS","1420216","119604"
"2398",1970,"01","AL STATE GOVT","41661","1905"
"2399",1970,"02","AK STATE GOVT","4425","756"
"2400",1970,"03","AZ STATE GOVT","9240","793"
"2401",1970,"04","AR STATE GOVT","11373","543"
"2402",1970,"05","CA STATE GOVT","105792","20000"
"2403",1970,"06","CO STATE GOVT","11198","1221"
"2404",1970,"07","CT STATE GOVT","23730","4205"
"2405",1970,"08","DE STATE GOVT","3587","285"
"2406",1970,"10","FL STATE GOVT","120533","2259"
"2407",1970,"11","GA STATE GOVT","57837","448"
"2408",1970,"12","HI STATE GOVT","7482","0"
"2409",1970,"13","ID STATE GOVT","3886","443"
"2410",1970,"14","IL STATE GOVT","66989","1085"
"2411",1970,"15","IN STATE GOVT","19894","7222"
"2412",1970,"16","IA STATE GOVT","9048","2373"
"2413",1970,"17","KS STATE GOVT","9984","422"
"2414",1970,"18","KY STATE GOVT","14293","810"
"2415",1970,"19","LA STATE GOVT","31306","1490"
"2416",1970,"20","ME STATE GOVT","4711","685"
"2417",1970,"21","MD STATE GOVT","15663","176"
"2418",1970,"22","MA STATE GOVT","54821","418"
"2419",1970,"23","MI STATE GOVT","63915","5740"
"2420",1970,"24","MN STATE GOVT","34111","285"
"2421",1970,"25","MS STATE GOVT","13097","81"
"2422",1970,"26","MO STATE GOVT","12335","1389"
"2423",1970,"27","MT STATE GOVT","6309","824"
"2424",1970,"28","NE STATE GOVT","6397","130"
"2425",1970,"29","NV STATE GOVT","5353","19"
"2426",1970,"30","NH STATE GOVT","2274","300"
"2427",1970,"31","NJ STATE GOVT","43598","1004"
"2428",1970,"32","NM STATE GOVT","4509","204"
"2429",1970,"33","NY STATE GOVT","112623","33183"
"2430",1970,"34","NC STATE GOVT","57316","284"
"2431",1970,"35","ND STATE GOVT","4513","186"
"2432",1970,"36","OH STATE GOVT","61192","9980"
"2433",1970,"37","OK STATE GOVT","18240","807"
"2434",1970,"38","OR STATE GOVT","2403","710"
"2435",1970,"39","PA STATE GOVT","88263","8054"
"2436",1970,"40","RI STATE GOVT","5849","57"
"2437",1970,"41","SC STATE GOVT","37509","1233"
"2438",1970,"42","SD STATE GOVT","5169","112"
"2439",1970,"43","TN STATE GOVT","23238","363"
"2440",1970,"44","TX STATE GOVT","54643","3089"
"2441",1970,"45","UT STATE GOVT","2269","101"
"2442",1970,"46","VT STATE GOVT","9516","241"
"2443",1970,"47","VA STATE GOVT","34212","615"
"2444",1970,"48","WA STATE GOVT","39481","1985"
"2445",1970,"49","WV STATE GOVT","17303","1007"
"2446",1970,"50","WI STATE GOVT","26261","71"
"2447",1970,"51","WY STATE GOVT","865","11"
"2448",1969,"00","US STATE GOVTS","1245995","132703"
"2449",1969,"01","AL STATE GOVT","33675","1492"
"2450",1969,"02","AK STATE GOVT","3943","684"
"2451",1969,"03","AZ STATE GOVT","8321","660"
"2452",1969,"04","AR STATE GOVT","9380","696"
"2453",1969,"05","CA STATE GOVT","99289","19116"
"2454",1969,"06","CO STATE GOVT","9963","1289"
"2455",1969,"07","CT STATE GOVT","18961","4129"
"2456",1969,"08","DE STATE GOVT","2817","286"
"2457",1969,"10","FL STATE GOVT","108331","2204"
"2458",1969,"11","GA STATE GOVT","52062","413"
"2459",1969,"12","HI STATE GOVT","7025","0"
"2460",1969,"13","ID STATE GOVT","3497","437"
"2461",1969,"14","IL STATE GOVT","53875","1174"
"2462",1969,"15","IN STATE GOVT","19579","4474"
"2463",1969,"16","IA STATE GOVT","8229","2986"
"2464",1969,"17","KS STATE GOVT","9325","395"
"2465",1969,"18","KY STATE GOVT","15790","838"
"2466",1969,"19","LA STATE GOVT","30057","1607"
"2467",1969,"20","ME STATE GOVT","4253","601"
"2468",1969,"21","MD STATE GOVT","14960","169"
"2469",1969,"22","MA STATE GOVT","45687","413"
"2470",1969,"23","MI STATE GOVT","60813","5612"
"2471",1969,"24","MN STATE GOVT","28049","252"
"2472",1969,"25","MS STATE GOVT","10140","81"
"2473",1969,"26","MO STATE GOVT","11750","961"
"2474",1969,"27","MT STATE GOVT","5208","944"
"2475",1969,"28","NE STATE GOVT","5914","142"
"2476",1969,"29","NV STATE GOVT","4069","18"
"2477",1969,"30","NH STATE GOVT","2040","289"
"2478",1969,"31","NJ STATE GOVT","36033","960"
"2479",1969,"32","NM STATE GOVT","3957","169"
"2480",1969,"33","NY STATE GOVT","93412","50191"
"2481",1969,"34","NC STATE GOVT","38402","258"
"2482",1969,"35","ND STATE GOVT","4109","185"
"2483",1969,"36","OH STATE GOVT","43623","9913"
"2484",1969,"37","OK STATE GOVT","17539","786"
"2485",1969,"38","OR STATE GOVT","2143","674"
"2486",1969,"39","PA STATE GOVT","81630","8026"
"2487",1969,"40","RI STATE GOVT","4785","62"
"2488",1969,"41","SC STATE GOVT","39487","1326"
"2489",1969,"42","SD STATE GOVT","4304","691"
"2490",1969,"43","TN STATE GOVT","21864","347"
"2491",1969,"44","TX STATE GOVT","49907","2682"
"2492",1969,"45","UT STATE GOVT","2147","8"
"2493",1969,"46","VT STATE GOVT","8083","237"
"2494",1969,"47","VA STATE GOVT","30262","598"
"2495",1969,"48","WA STATE GOVT","34775","2175"
"2496",1969,"49","WV STATE GOVT","17847","964"
"2497",1969,"50","WI STATE GOVT","23995","79"
"2498",1969,"51","WY STATE GOVT","689","10"
"2499",1968,"00","US STATE GOVTS","1137986","142897"
"2500",1968,"01","AL STATE GOVT","29574","1558"
"2501",1968,"02","AK STATE GOVT","3741","690"
"2502",1968,"03","AZ STATE GOVT","6839","625"
"2503",1968,"04","AR STATE GOVT","8432","382"
"2504",1968,"05","CA STATE GOVT","93370","14975"
"2505",1968,"06","CO STATE GOVT","9474","1192"
"2506",1968,"07","CT STATE GOVT","18290","4210"
"2507",1968,"08","DE STATE GOVT","2529","282"
"2508",1968,"10","FL STATE GOVT","87523","2204"
"2509",1968,"11","GA STATE GOVT","44717","419"
"2510",1968,"12","HI STATE GOVT","6291","0"
"2511",1968,"13","ID STATE GOVT","3402","504"
"2512",1968,"14","IL STATE GOVT","52053","1075"
"2513",1968,"15","IN STATE GOVT","18448","4423"
"2514",1968,"16","IA STATE GOVT","8469","2134"
"2515",1968,"17","KS STATE GOVT","8823","395"
"2516",1968,"18","KY STATE GOVT","18340","816"
"2517",1968,"19","LA STATE GOVT","28624","1392"
"2518",1968,"20","ME STATE GOVT","4163","570"
"2519",1968,"21","MD STATE GOVT","14103","172"
"2520",1968,"22","MA STATE GOVT","44754","424"
"2521",1968,"23","MI STATE GOVT","59990","5498"
"2522",1968,"24","MN STATE GOVT","26196","232"
"2523",1968,"25","MS STATE GOVT","9655","85"
"2524",1968,"26","MO STATE GOVT","11145","1479"
"2525",1968,"27","MT STATE GOVT","4731","1251"
"2526",1968,"28","NE STATE GOVT","5884","136"
"2527",1968,"29","NV STATE GOVT","3682","18"
"2528",1968,"30","NH STATE GOVT","1935","276"
"2529",1968,"31","NJ STATE GOVT","33583","988"
"2530",1968,"32","NM STATE GOVT","3855","169"
"2531",1968,"33","NY STATE GOVT","71665","66579"
"2532",1968,"34","NC STATE GOVT","28315","280"
"2533",1968,"35","ND STATE GOVT","3990","189"
"2534",1968,"36","OH STATE GOVT","42301","9824"
"2535",1968,"37","OK STATE GOVT","15852","803"
"2536",1968,"38","OR STATE GOVT","2041","657"
"2537",1968,"39","PA STATE GOVT","73650","8088"
"2538",1968,"40","RI STATE GOVT","4106","63"
"2539",1968,"41","SC STATE GOVT","34189","1295"
"2540",1968,"42","SD STATE GOVT","4059","679"
"2541",1968,"43","TN STATE GOVT","22176","344"
"2542",1968,"44","TX STATE GOVT","51657","2512"
"2543",1968,"45","UT STATE GOVT","2041","8"
"2544",1968,"46","VT STATE GOVT","7462","228"
"2545",1968,"47","VA STATE GOVT","31263","391"
"2546",1968,"48","WA STATE GOVT","32784","1898"
"2547",1968,"49","WV STATE GOVT","15270","405"
"2548",1968,"50","WI STATE GOVT","22197","71"
"2549",1968,"51","WY STATE GOVT","353","9"
"2550",1967,"00","US STATE GOVTS","1041095","140540"
"2551",1967,"01","AL STATE GOVT","25969","1498"
"2552",1967,"02","AK STATE GOVT","3406","699"
"2553",1967,"03","AZ STATE GOVT","6138","803"
"2554",1967,"04","AR STATE GOVT","8078","402"
"2555",1967,"05","CA STATE GOVT","73232","14910"
"2556",1967,"06","CO STATE GOVT","8668","1127"
"2557",1967,"07","CT STATE GOVT","17504","3981"
"2558",1967,"08","DE STATE GOVT","2444","264"
"2559",1967,"10","FL STATE GOVT","77313","2032"
"2560",1967,"11","GA STATE GOVT","40840","401"
"2561",1967,"12","HI STATE GOVT","5797","0"
"2562",1967,"13","ID STATE GOVT","2992","521"
"2563",1967,"14","IL STATE GOVT","49650","1101"
"2564",1967,"15","IN STATE GOVT","17484","4417"
"2565",1967,"16","IA STATE GOVT","8699","2184"
"2566",1967,"17","KS STATE GOVT","8393","375"
"2567",1967,"18","KY STATE GOVT","19208","835"
"2568",1967,"19","LA STATE GOVT","27652","1209"
"2569",1967,"20","ME STATE GOVT","3911","569"
"2570",1967,"21","MD STATE GOVT","12806","168"
"2571",1967,"22","MA STATE GOVT","40915","414"
"2572",1967,"23","MI STATE GOVT","58410","5410"
"2573",1967,"24","MN STATE GOVT","24742","239"
"2574",1967,"25","MS STATE GOVT","8115","80"
"2575",1967,"26","MO STATE GOVT","10830","1525"
"2576",1967,"27","MT STATE GOVT","4530","1218"
"2577",1967,"28","NE STATE GOVT","5577","136"
"2578",1967,"29","NV STATE GOVT","3428","19"
"2579",1967,"30","NH STATE GOVT","1832","271"
"2580",1967,"31","NJ STATE GOVT","32093","979"
"2581",1967,"32","NM STATE GOVT","3458","43"
"2582",1967,"33","NY STATE GOVT","68167","65061"
"2583",1967,"34","NC STATE GOVT","33236","249"
"2584",1967,"35","ND STATE GOVT","3875","178"
"2585",1967,"36","OH STATE GOVT","42660","9932"
"2586",1967,"37","OK STATE GOVT","15048","772"
"2587",1967,"38","OR STATE GOVT","1653","640"
"2588",1967,"39","PA STATE GOVT","68349","8096"
"2589",1967,"40","RI STATE GOVT","3840","65"
"2590",1967,"41","SC STATE GOVT","32175","872"
"2591",1967,"42","SD STATE GOVT","3786","683"
"2592",1967,"43","TN STATE GOVT","14536","301"
"2593",1967,"44","TX STATE GOVT","47732","2385"
"2594",1967,"45","UT STATE GOVT","1995","9"
"2595",1967,"46","VT STATE GOVT","6747","226"
"2596",1967,"47","VA STATE GOVT","27287","393"
"2597",1967,"48","WA STATE GOVT","30168","2345"
"2598",1967,"49","WV STATE GOVT","3930","414"
"2599",1967,"50","WI STATE GOVT","21127","79"
"2600",1967,"51","WY STATE GOVT","670","10"
"2601",1966,"00","US STATE GOVTS","984733","135465"
"2602",1966,"01","AL STATE GOVT","23293","1461"
"2603",1966,"02","AK STATE GOVT","3353","654"
"2604",1966,"03","AZ STATE GOVT","5685","801"
"2605",1966,"04","AR STATE GOVT","7274","318"
"2606",1966,"05","CA STATE GOVT","69407","15160"
"2607",1966,"06","CO STATE GOVT","8207","957"
"2608",1966,"07","CT STATE GOVT","16863","4086"
"2609",1966,"08","DE STATE GOVT","2396","310"
"2610",1966,"10","FL STATE GOVT","72496","2095"
"2611",1966,"11","GA STATE GOVT","35038","385"
"2612",1966,"12","HI STATE GOVT","5405","0"
"2613",1966,"13","ID STATE GOVT","3084","570"
"2614",1966,"14","IL STATE GOVT","47981","1138"
"2615",1966,"15","IN STATE GOVT","17290","4364"
"2616",1966,"16","IA STATE GOVT","8057","2213"
"2617",1966,"17","KS STATE GOVT","7818","387"
"2618",1966,"18","KY STATE GOVT","19213","796"
"2619",1966,"19","LA STATE GOVT","27933","1332"
"2620",1966,"20","ME STATE GOVT","3868","546"
"2621",1966,"21","MD STATE GOVT","12286","173"
"2622",1966,"22","MA STATE GOVT","35765","420"
"2623",1966,"23","MI STATE GOVT","57247","5309"
